time,cruise,ship,ship_code,order_occupied,tow_type,tow_number,end_time,latitude,longitude,line,station,standard_haul_factor,volume_sampled,proportion_sorted,mesh_size,year,month,season,line.station,larvae_100m3
1984-10-12T18:50:00Z,198410,DAVID STARR JORDAN,JD,28,MT,1,1984-10-12T19:04:50Z,34.316666,-120.80167,80,55,0.03,55.4,1,0.505,1984,10,fall,80 55,0
1984-10-12T22:40:00Z,198410,DAVID STARR JORDAN,JD,30,MT,1,1984-10-12T22:54:54Z,34.45,-120.52333,80,51,0.03,59.5,1,0.505,1984,10,fall,80 51,0
1984-10-13T07:05:00Z,198410,DAVID STARR JORDAN,JD,32,MT,1,1984-10-13T07:19:56Z,35.021667,-120.918335,76.7,51,0.03,59.5,1,0.505,1984,10,fall,76.7 51,3.3613446
1984-10-13T10:55:00Z,198410,DAVID STARR JORDAN,JD,34,MT,1,1984-10-13T11:10:00Z,34.888332,-121.19833,76.7,55,0.02,72.7,1,0.505,1984,10,fall,76.7 55,0
1984-10-13T15:30:00Z,198410,DAVID STARR JORDAN,JD,36,MT,1,1984-10-13T15:45:00Z,34.72333,-121.54667,76.7,60,0.02,70.8,1,0.505,1984,10,fall,76.7 60,0
1984-10-19T01:10:00Z,198410,NEW HORIZON,NH,3,MT,1,1984-10-19T01:24:53Z,33.483334,-117.77,90,28,0.02,101.7,1,0.505,1984,10,fall,90 28,0
1984-10-19T04:01:00Z,198410,NEW HORIZON,NH,4,MT,1,1984-10-19T04:16:01Z,33.41833,-117.903336,90,30,0.02,90.7,1,0.505,1984,10,fall,90 30,0
1984-10-19T07:45:00Z,198410,NEW HORIZON,NH,5,MT,1,1984-10-19T07:59:58Z,33.25,-118.25,90,35,0.03,57.9,1,0.505,1984,10,fall,90 35,0
1984-10-19T10:50:00Z,198410,NEW HORIZON,NH,6,MT,1,1984-10-19T11:05:15Z,33.185,-118.386665,90,37,0.02,79.2,1,0.505,1984,10,fall,90 37,0
1984-10-24T00:05:00Z,198410,NEW HORIZON,NH,18,MT,1,1984-10-24T00:20:01Z,31.848333,-119.57333,93.3,60,0.01,107.1,1,0.505,1984,10,fall,93.3 60,0
1984-10-24T03:35:00Z,198410,NEW HORIZON,NH,19,MT,1,1984-10-24T03:49:59Z,32.00833,-119.23167,93.3,55,0.03,64.5,1,0.505,1984,10,fall,93.3 55,0
1984-10-24T07:20:00Z,198410,NEW HORIZON,NH,20,MT,1,1984-10-24T07:34:49Z,32.181667,-118.89333,93.3,50,0.02,73.5,1,0.505,1984,10,fall,93.3 50,0
1984-10-24T11:05:00Z,198410,NEW HORIZON,NH,21,MT,1,1984-10-24T11:20:16Z,32.34833,-118.55666,93.3,45,0.02,91.6,1,0.505,1984,10,fall,93.3 45,0
1984-10-24T14:35:00Z,198410,NEW HORIZON,NH,22,MT,1,1984-10-24T14:50:10Z,32.515,-118.21333,93.3,40,0.02,88.9,1,0.505,1984,10,fall,93.3 40,0
1984-10-24T17:08:00Z,198410,NEW HORIZON,NH,23,MT,1,1984-10-24T17:22:57Z,32.68,-117.871666,93.3,35,0.02,66.8,1,0.505,1984,10,fall,93.3 35,0
1984-10-25T02:20:00Z,198410,NEW HORIZON,NH,24,MT,1,1984-10-25T02:35:43Z,32.84833,-117.53167,93.3,30,0.01,118.9,1,0.505,1984,10,fall,93.3 30,0
1984-10-25T21:25:00Z,198410,NEW HORIZON,NH,26,MT,1,1984-10-25T21:40:00Z,32.958332,-117.308334,93.3,26.7,0.02,86,1,0.505,1984,10,fall,93.3 26.7,0
1985-02-19T21:40:00Z,198502,MCARTHUR,M4,2,MT,1,1985-02-19T21:55:35Z,32.953335,-117.30167,93.3,26.7,0.02,69.1,1,0.505,1985,2,winter,93.3 26.7,0
1985-02-20T04:19:00Z,198502,MCARTHUR,M4,4,MT,1,1985-02-20T04:33:46Z,32.845,-117.53333,93.3,30,0.04,42.2,1,0.505,1985,2,winter,93.3 30,0
1985-02-20T09:05:00Z,198502,MCARTHUR,M4,5,MT,1,1985-02-20T09:20:34Z,32.675,-117.875,93.3,35,0.03,63.1,1,0.505,1985,2,winter,93.3 35,0
1985-02-20T12:45:00Z,198502,MCARTHUR,M4,6,MT,1,1985-02-20T13:00:05Z,32.506664,-118.205,93.3,40,0.04,40.8,1,0.505,1985,2,winter,93.3 40,0
1985-02-21T20:05:00Z,198502,MCARTHUR,M4,8,MT,1,1985-02-21T20:20:48Z,32.345,-118.55333,93.3,45,0.02,96.6,1,0.505,1985,2,winter,93.3 45,0
1985-02-22T01:55:00Z,198502,MCARTHUR,M4,9,MT,1,1985-02-22T02:09:54Z,32.035,-119.236664,93.3,55,0.01,125.6,1,0.505,1985,2,winter,93.3 55,0
1985-02-22T05:51:00Z,198502,MCARTHUR,M4,10,MT,1,1985-02-22T06:06:03Z,31.831667,-119.583336,93.3,60,0.03,63.8,1,0.505,1985,2,winter,93.3 60,0
1985-02-25T15:10:00Z,198502,MCARTHUR,M4,24,MT,1,1985-02-25T15:25:00Z,32.65333,-119.48167,90,53,0.02,84.9,1,0.505,1985,2,winter,90 53,0
1985-02-25T18:22:00Z,198502,MCARTHUR,M4,25,MT,1,1985-02-25T18:36:44Z,32.91833,-118.94,90,45,0.03,60.3,1,0.505,1985,2,winter,90 45,0
1985-02-26T01:19:00Z,198502,MCARTHUR,M4,26,MT,1,1985-02-26T01:34:03Z,33.183334,-118.386665,90,37,0.04,38.6,1,0.505,1985,2,winter,90 37,0
1985-02-26T03:41:00Z,198502,MCARTHUR,M4,27,MT,1,1985-02-26T03:55:41Z,33.253334,-118.24834,90,35,0.03,53.2,1,0.505,1985,2,winter,90 35,3.7593985
1985-02-26T07:35:00Z,198502,MCARTHUR,M4,28,MT,1,1985-02-26T07:50:05Z,33.41833,-117.91,90,30,0.02,83.8,1,0.505,1985,2,winter,90 30,0
1985-02-26T09:10:00Z,198502,MCARTHUR,M4,29,MT,1,1985-02-26T09:24:47Z,33.476665,-117.775,90,28,0.02,76.4,1,0.505,1985,2,winter,90 28,0
1985-02-26T14:48:00Z,198502,MCARTHUR,M4,30,MT,1,1985-02-26T15:03:05Z,33.888332,-118.488335,86.7,33,0.03,48.8,1,0.505,1985,2,winter,86.7 33,4.0983605
1985-02-26T17:14:00Z,198502,MCARTHUR,M4,31,MT,1,1985-02-26T17:28:44Z,33.823334,-118.628334,86.7,35,0.03,62.2,1,0.505,1985,2,winter,86.7 35,0
1985-02-26T21:10:00Z,198502,MCARTHUR,M4,32,MT,1,1985-02-26T21:25:04Z,33.655,-118.973335,86.7,40,0.03,64.9,1,0.505,1985,2,winter,86.7 40,0
1985-02-27T00:45:00Z,198502,MCARTHUR,M4,33,MT,1,1985-02-27T00:59:59Z,33.49,-119.316666,86.7,45,0.02,69.2,1,0.505,1985,2,winter,86.7 45,0
1985-02-27T03:45:00Z,198502,MCARTHUR,M4,34,MT,1,1985-02-27T03:59:49Z,33.323334,-119.665,86.7,50,0.02,69.7,1,0.505,1985,2,winter,86.7 50,0
1985-02-27T09:25:00Z,198502,MCARTHUR,M4,35,MT,1,1985-02-27T09:39:59Z,32.993332,-120.346664,86.7,60,0.04,43.8,1,0.505,1985,2,winter,86.7 60,0
1985-02-28T02:20:00Z,198502,MCARTHUR,M4,38,MT,1,1985-02-28T02:35:00Z,33.581665,-120.75,83.3,60,0.02,68.4,1,0.505,1985,2,winter,83.3 60,0
1985-02-28T05:51:00Z,198502,MCARTHUR,M4,39,MT,1,1985-02-28T06:05:43Z,33.743332,-120.41167,83.3,55,0.02,78.4,1,0.505,1985,2,winter,83.3 55,54.84694
1985-02-28T08:20:00Z,198502,MCARTHUR,M4,40,MT,1,1985-02-28T08:34:54Z,33.875,-120.128334,83.3,51,0.03,65.1,1,0.505,1985,2,winter,83.3 51,1.5360984
1985-02-28T13:25:00Z,198502,MCARTHUR,M4,41,MT,1,1985-02-28T13:39:56Z,34.176666,-119.50667,83.3,42,0.02,85.1,1,0.505,1985,2,winter,83.3 42,2.3501763
1985-02-28T15:42:00Z,198502,MCARTHUR,M4,42,MT,1,1985-02-28T15:56:40Z,34.225,-119.41,83.3,40.6,0.02,66.8,1,0.505,1985,2,winter,83.3 40.6,1.4970059
1985-03-01T02:15:00Z,198502,MCARTHUR,M4,44,MT,1,1985-03-01T02:29:50Z,34.45,-120.525,80,51,0.03,64.1,1,0.505,1985,2,winter,80 51,10.920437
1985-03-01T05:50:00Z,198502,MCARTHUR,M4,45,MT,1,1985-03-01T06:04:40Z,34.318333,-120.8,80,55,0.02,65.7,1,0.505,1985,2,winter,80 55,1.52207
1985-03-04T19:20:00Z,198502,MCARTHUR,M4,55,MT,1,1985-03-04T19:34:52Z,34.726665,-121.55333,76.7,60,0.02,79.3,1,0.505,1985,2,winter,76.7 60,3.783102
1985-03-04T23:30:00Z,198502,MCARTHUR,M4,56,MT,1,1985-03-04T23:45:04Z,34.886665,-121.20333,76.7,55,0.02,73,1,0.505,1985,2,winter,76.7 55,0
1985-03-05T03:07:00Z,198502,MCARTHUR,M4,57,MT,1,1985-03-05T03:22:11Z,35.021667,-120.916664,76.7,51,0.02,76.4,1,0.505,1985,2,winter,76.7 51,7.853403
1985-05-01T07:55:00Z,198505,DAVID STARR JORDAN,JD,50,MT,1,1985-05-01T08:10:52Z,32.956665,-117.30333,93.3,26.7,0.01,119.4,1,0.505,1985,5,spring,93.3 26.7,0
1985-05-01T16:10:00Z,198505,DAVID STARR JORDAN,JD,53,MT,1,1985-05-01T16:25:08Z,32.846664,-117.53333,93.3,30,0.01,104.6,1,0.505,1985,5,spring,93.3 30,0
1985-05-02T00:05:00Z,198505,DAVID STARR JORDAN,JD,58,MT,1,1985-05-02T00:20:26Z,32.68,-117.87334,93.3,35,0.02,90.8,1,0.505,1985,5,spring,93.3 35,0
1985-05-02T04:28:00Z,198505,DAVID STARR JORDAN,JD,63,MT,1,1985-05-02T04:42:53Z,32.511665,-118.21333,93.3,40,0.02,86.1,1,0.505,1985,5,spring,93.3 40,0
1985-05-02T09:25:00Z,198505,DAVID STARR JORDAN,JD,68,MT,1,1985-05-02T09:40:08Z,32.346664,-118.555,93.3,45,0.02,95.5,1,0.505,1985,5,spring,93.3 45,0
1985-05-03T05:26:00Z,198505,DAVID STARR JORDAN,JD,73,MT,1,1985-05-03T05:40:52Z,32.178333,-118.89166,93.3,50,0.02,67.9,1,0.505,1985,5,spring,93.3 50,0
1985-05-03T10:13:00Z,198505,DAVID STARR JORDAN,JD,78,MT,1,1985-05-03T10:27:58Z,32.011665,-119.23333,93.3,55,0.02,86.3,1,0.505,1985,5,spring,93.3 55,0
1985-05-07T01:49:00Z,198505,DAVID STARR JORDAN,JD,114,MT,1,1985-05-07T02:03:44Z,32.42,-119.96166,90,60,0.02,99.1,1,0.505,1985,5,spring,90 60,0
1985-05-07T06:46:00Z,198505,DAVID STARR JORDAN,JD,121,MT,1,1985-05-07T07:00:58Z,32.651665,-119.48167,90,53,0.02,78.3,1,0.505,1985,5,spring,90 53,0
1985-05-07T12:53:00Z,198505,DAVID STARR JORDAN,JD,129,MT,1,1985-05-07T13:07:44Z,32.91833,-118.933334,90,45,0.02,100.6,1,0.505,1985,5,spring,90 45,0
1985-05-07T19:23:00Z,198505,DAVID STARR JORDAN,JD,137,MT,1,1985-05-07T19:37:52Z,33.186665,-118.388336,90,37,0.02,89.9,1,0.505,1985,5,spring,90 37,0
1985-05-07T22:10:00Z,198505,DAVID STARR JORDAN,JD,139,MT,1,1985-05-07T22:24:55Z,33.251667,-118.25,90,35,0.02,97.4,1,0.505,1985,5,spring,90 35,0
1985-05-08T02:52:00Z,198505,DAVID STARR JORDAN,JD,142,MT,1,1985-05-08T03:06:43Z,33.42,-117.90667,90,30,0.01,106.2,1,0.505,1985,5,spring,90 30,0
1985-05-08T05:00:00Z,198505,DAVID STARR JORDAN,JD,144,MT,1,1985-05-08T05:14:56Z,33.485,-117.77,90,28,0.02,101.2,1,0.505,1985,5,spring,90 28,0
1985-05-12T01:22:00Z,198505,DAVID STARR JORDAN,JD,280,MT,1,1985-05-12T01:36:55Z,33.89,-118.49,86.7,33,0.02,86,1,0.505,1985,5,spring,86.7 33,0
1985-05-12T03:39:00Z,198505,DAVID STARR JORDAN,JD,282,MT,1,1985-05-12T03:53:45Z,33.823334,-118.63167,86.7,35,0.02,77.8,1,0.505,1985,5,spring,86.7 35,0
1985-05-12T07:41:00Z,198505,DAVID STARR JORDAN,JD,286,MT,1,1985-05-12T07:55:53Z,33.655,-118.975,86.7,40,0.02,72.7,1,0.505,1985,5,spring,86.7 40,2.7510316
1985-05-12T12:12:00Z,198505,DAVID STARR JORDAN,JD,291,MT,1,1985-05-12T12:26:58Z,33.49,-119.31834,86.7,45,0.02,74.9,1,0.505,1985,5,spring,86.7 45,0
1985-05-12T16:27:00Z,198505,DAVID STARR JORDAN,JD,296,MT,1,1985-05-12T16:41:51Z,33.323334,-119.66333,86.7,50,0.02,75.8,1,0.505,1985,5,spring,86.7 50,0
1985-05-14T02:38:00Z,198505,DAVID STARR JORDAN,JD,327,MT,1,1985-05-14T02:53:13Z,33.578335,-120.753334,83.3,60,0.02,92.7,1,0.505,1985,5,spring,83.3 60,0
1985-05-14T07:00:00Z,198505,DAVID STARR JORDAN,JD,332,MT,1,1985-05-14T07:14:57Z,33.743332,-120.41167,83.3,55,0.02,73.8,1,0.505,1985,5,spring,83.3 55,0
1985-05-14T10:45:00Z,198505,DAVID STARR JORDAN,JD,336,MT,1,1985-05-14T11:00:03Z,33.878334,-120.13333,83.3,51,0.02,82.6,1,0.505,1985,5,spring,83.3 51,0
1985-05-14T16:53:00Z,198505,DAVID STARR JORDAN,JD,340,MT,1,1985-05-14T17:08:06Z,34.175,-119.51,83.3,42,0.02,72,1,0.505,1985,5,spring,83.3 42,0
1985-05-14T19:10:00Z,198505,DAVID STARR JORDAN,JD,341,MT,1,1985-05-14T19:24:55Z,34.225,-119.41,83.3,40.6,0.02,101.6,1,0.505,1985,5,spring,83.3 40.6,0
1985-05-16T19:57:00Z,198505,DAVID STARR JORDAN,JD,410,MT,1,1985-05-16T20:11:59Z,34.451668,-120.525,80,51,0.02,78.7,1,0.505,1985,5,spring,80 51,1.270648
1985-05-16T23:43:00Z,198505,DAVID STARR JORDAN,JD,414,MT,1,1985-05-16T23:58:10Z,34.316666,-120.80333,80,55,0.01,104.8,1,0.505,1985,5,spring,80 55,0
1985-05-17T03:35:00Z,198505,DAVID STARR JORDAN,JD,419,MT,1,1985-05-17T03:50:10Z,34.15,-121.15,80,60,0.02,99.6,1,0.505,1985,5,spring,80 60,0
1985-05-18T13:29:00Z,198505,DAVID STARR JORDAN,JD,425,MT,1,1985-05-18T13:44:10Z,34.721664,-121.55,76.7,60,0.02,75.3,1,0.505,1985,5,spring,76.7 60,0
1985-05-18T17:25:00Z,198505,DAVID STARR JORDAN,JD,426,MT,1,1985-05-18T17:39:51Z,34.888332,-121.19833,76.7,55,0.02,66.6,1,0.505,1985,5,spring,76.7 55,0
1985-08-09T19:54:00Z,198508,NEW HORIZON,NH,2,MT,1,1985-08-09T20:08:55Z,32.946667,-117.308334,93.3,26.7,0.02,86.1,1,0.505,1985,8,summer,93.3 26.7,0
1985-08-10T02:20:00Z,198508,NEW HORIZON,NH,4,MT,1,1985-08-10T02:34:52Z,32.84833,-117.535,93.3,30,0.02,99.8,1,0.505,1985,8,summer,93.3 30,0
1985-08-10T07:57:00Z,198508,NEW HORIZON,NH,6,MT,1,1985-08-10T08:12:01Z,32.683334,-117.87334,93.3,35,0.02,67.1,1,0.505,1985,8,summer,93.3 35,0
1985-08-10T15:15:00Z,198508,NEW HORIZON,NH,8,MT,1,1985-08-10T15:30:57Z,32.516666,-118.21333,93.3,40,0.01,115.9,1,0.505,1985,8,summer,93.3 40,0
1985-08-10T19:10:00Z,198508,NEW HORIZON,NH,9,MT,1,1985-08-10T19:25:10Z,32.346664,-118.555,93.3,45,0.02,94.9,1,0.505,1985,8,summer,93.3 45,0
1985-08-11T01:02:00Z,198508,NEW HORIZON,NH,11,MT,1,1985-08-11T01:17:01Z,32.18,-118.89333,93.3,50,0.02,101.8,1,0.505,1985,8,summer,93.3 50,0
1985-08-11T07:13:00Z,198508,NEW HORIZON,NH,13,MT,1,1985-08-11T07:27:46Z,32.015,-119.23167,93.3,55,0.02,81.8,1,0.505,1985,8,summer,93.3 55,0
1985-08-11T11:00:00Z,198508,NEW HORIZON,NH,14,MT,1,1985-08-11T11:14:59Z,31.848333,-119.57333,93.3,60,0.03,63.6,1,0.505,1985,8,summer,93.3 60,0
1985-08-14T17:05:00Z,198508,NEW HORIZON,NH,30,MT,1,1985-08-14T17:19:56Z,32.41833,-119.96,90,60,0.02,65.4,1,0.505,1985,8,summer,90 60,0
1985-08-15T00:29:00Z,198508,NEW HORIZON,NH,32,MT,1,1985-08-15T00:44:03Z,32.651665,-119.48167,90,53,0.02,97.9,1,0.505,1985,8,summer,90 53,0
1985-08-15T08:15:00Z,198508,NEW HORIZON,NH,33,MT,1,1985-08-15T08:30:05Z,32.916664,-118.93833,90,45,0.03,65.2,1,0.505,1985,8,summer,90 45,0
1985-08-15T14:55:00Z,198508,NEW HORIZON,NH,35,MT,1,1985-08-15T15:09:59Z,33.185,-118.39,90,37,0.02,99.8,1,0.505,1985,8,summer,90 37,0
1985-08-15T17:11:00Z,198508,NEW HORIZON,NH,36,MT,1,1985-08-15T17:25:54Z,33.251667,-118.255,90,35,0.02,90.5,1,0.505,1985,8,summer,90 35,0
1985-08-15T20:58:00Z,198508,NEW HORIZON,NH,37,MT,1,1985-08-15T21:13:01Z,33.416664,-117.90667,90,30,0.02,101.9,1,0.505,1985,8,summer,90 30,0
1985-08-16T00:25:00Z,198508,NEW HORIZON,NH,39,MT,1,1985-08-16T00:39:51Z,33.486668,-117.77,90,28,0.01,105.1,1,0.505,1985,8,summer,90 28,0
1985-08-16T05:40:00Z,198508,NEW HORIZON,NH,40,MT,1,1985-08-16T05:54:54Z,33.89,-118.49,86.7,33,0.02,78.5,1,0.505,1985,8,summer,86.7 33,0
1985-08-16T08:25:00Z,198508,NEW HORIZON,NH,41,MT,1,1985-08-16T08:39:48Z,33.823334,-118.62666,86.7,35,0.03,61.8,1,0.505,1985,8,summer,86.7 35,0
1985-08-16T13:55:00Z,198508,NEW HORIZON,NH,43,MT,1,1985-08-16T14:09:51Z,33.656666,-118.975,86.7,40,0.02,68.3,1,0.505,1985,8,summer,86.7 40,0
1985-08-16T18:35:00Z,198508,NEW HORIZON,NH,44,MT,1,1985-08-16T18:49:56Z,33.49,-119.32166,86.7,45,0.02,74.2,1,0.505,1985,8,summer,86.7 45,0
1985-08-16T21:56:00Z,198508,NEW HORIZON,NH,45,MT,1,1985-08-16T22:11:06Z,33.325,-119.66333,86.7,50,0.01,116.4,1,0.505,1985,8,summer,86.7 50,0
1985-08-17T04:28:00Z,198508,NEW HORIZON,NH,47,MT,1,1985-08-17T04:42:54Z,32.988335,-120.35,86.7,60,0.02,87.7,1,0.505,1985,8,summer,86.7 60,0
1985-08-17T21:28:00Z,198508,NEW HORIZON,NH,50,MT,1,1985-08-17T21:43:13Z,33.58,-120.76,83.3,60,0.02,98.4,1,0.505,1985,8,summer,83.3 60,0
1985-08-18T01:50:00Z,198508,NEW HORIZON,NH,51,MT,1,1985-08-18T02:05:01Z,33.745,-120.41,83.3,55,0.02,91.2,1,0.505,1985,8,summer,83.3 55,0
1985-08-18T04:40:00Z,198508,NEW HORIZON,NH,52,MT,1,1985-08-18T04:55:09Z,33.878334,-120.13333,83.3,51,0.01,128.3,1,0.505,1985,8,summer,83.3 51,0
1985-08-18T10:08:00Z,198508,NEW HORIZON,NH,53,MT,1,1985-08-18T10:23:04Z,34.178333,-119.50833,83.3,42,0.01,114.7,1,0.505,1985,8,summer,83.3 42,0
1985-08-18T11:44:00Z,198508,NEW HORIZON,NH,54,MT,1,1985-08-18T11:59:03Z,34.21,-119.415,83.3,40.6,0.02,95,1,0.505,1985,8,summer,83.3 40.6,0
1985-08-18T21:48:00Z,198508,NEW HORIZON,NH,58,MT,1,1985-08-18T22:03:27Z,34.45,-120.525,80,51,0.02,103.2,1,0.505,1985,8,summer,80 51,0
1985-08-19T01:25:00Z,198508,NEW HORIZON,NH,59,MT,1,1985-08-19T01:40:01Z,34.315,-120.80333,80,55,0.02,82.4,1,0.505,1985,8,summer,80 55,0
1985-08-19T05:16:00Z,198508,NEW HORIZON,NH,60,MT,1,1985-08-19T05:31:01Z,34.15,-121.15,80,60,0.02,95.9,1,0.505,1985,8,summer,80 60,0
1985-08-22T05:12:00Z,198508,NEW HORIZON,NH,74,MT,1,1985-08-22T05:27:12Z,34.72333,-121.55,76.7,60,0.02,69.4,1,0.505,1985,8,summer,76.7 60,0
1985-08-22T08:50:00Z,198508,NEW HORIZON,NH,75,MT,1,1985-08-22T09:04:59Z,34.888332,-121.2,76.7,55,0.02,82.3,1,0.505,1985,8,summer,76.7 55,0
1985-08-22T12:34:00Z,198508,NEW HORIZON,NH,76,MT,1,1985-08-22T12:48:59Z,35.021667,-120.92,76.7,51,0.02,85.1,1,0.505,1985,8,summer,76.7 51,0
1985-11-01T20:25:00Z,198511,NEW HORIZON,NH,2,MT,1,1985-11-01T20:39:58Z,32.956665,-117.30333,93.3,26.7,0.03,57,1,0.505,1985,11,fall,93.3 26.7,0
1985-11-02T02:13:00Z,198511,NEW HORIZON,NH,4,MT,1,1985-11-02T02:27:25Z,32.843334,-117.535,93.3,30,0.02,84.1,1,0.505,1985,11,fall,93.3 30,0
1985-11-02T06:33:00Z,198511,NEW HORIZON,NH,5,MT,1,1985-11-02T06:48:08Z,32.656666,-117.871666,93.3,35,0.02,101.1,1,0.505,1985,11,fall,93.3 35,0
1985-11-02T10:18:00Z,198511,NEW HORIZON,NH,6,MT,1,1985-11-02T10:33:00Z,32.515,-118.215,93.3,40,0.04,43.3,1,0.505,1985,11,fall,93.3 40,0
1985-11-02T18:35:00Z,198511,NEW HORIZON,NH,8,MT,1,1985-11-02T18:50:01Z,32.18,-118.89333,93.3,50,0.02,88.4,1,0.505,1985,11,fall,93.3 50,0
1985-11-02T23:30:00Z,198511,NEW HORIZON,NH,9,MT,1,1985-11-02T23:44:58Z,32.015,-119.23333,93.3,55,0.02,71.7,1,0.505,1985,11,fall,93.3 55,0
1985-11-06T06:25:00Z,198511,NEW HORIZON,NH,23,MT,1,1985-11-06T06:39:59Z,32.42,-119.958336,90,60,0.02,97.3,1,0.505,1985,11,fall,90 60,0
1985-11-06T11:11:00Z,198511,NEW HORIZON,NH,24,MT,1,1985-11-06T11:26:00Z,32.655,-119.48167,90,53,0.04,44.2,1,0.505,1985,11,fall,90 53,0
1985-11-07T03:56:00Z,198511,NEW HORIZON,NH,27,MT,1,1985-11-07T04:09:21Z,33.251667,-118.25,90,35,0.03,64.7,1,0.505,1985,11,fall,90 35,0
1985-11-07T07:45:00Z,198511,NEW HORIZON,NH,28,MT,1,1985-11-07T08:00:01Z,33.351665,-117.90667,90,30,0.02,85.1,1,0.505,1985,11,fall,90 30,0
1985-11-07T09:40:00Z,198511,NEW HORIZON,NH,29,MT,1,1985-11-07T09:54:59Z,33.485,-117.76833,90,28,0.03,55.6,1,0.505,1985,11,fall,90 28,0
1985-11-07T15:09:00Z,198511,NEW HORIZON,NH,30,MT,1,1985-11-07T15:24:03Z,33.89,-118.49,86.7,33,0.02,82,1,0.505,1985,11,fall,86.7 33,0
1985-11-07T17:38:00Z,198511,NEW HORIZON,NH,31,MT,1,1985-11-07T17:53:00Z,33.823334,-118.628334,86.7,35,0.02,91.4,1,0.505,1985,11,fall,86.7 35,0
1985-11-07T21:33:00Z,198511,NEW HORIZON,NH,32,MT,1,1985-11-07T21:47:55Z,33.655,-118.97667,86.7,40,0.02,82.6,1,0.505,1985,11,fall,86.7 40,0
1985-11-08T01:31:00Z,198511,NEW HORIZON,NH,33,MT,1,1985-11-08T01:46:05Z,33.49,-119.32,86.7,45,0.02,91.2,1,0.505,1985,11,fall,86.7 45,0
1985-11-08T04:33:00Z,198511,NEW HORIZON,NH,34,MT,1,1985-11-08T04:48:01Z,33.321667,-119.665,86.7,50,0.01,103.4,1,0.505,1985,11,fall,86.7 50,0
1985-11-08T08:01:00Z,198511,NEW HORIZON,NH,35,MT,1,1985-11-08T08:16:10Z,33.158333,-120.00833,86.7,55,0.01,105.7,1,0.505,1985,11,fall,86.7 55,0
1985-11-08T11:36:00Z,198511,NEW HORIZON,NH,36,MT,1,1985-11-08T11:50:56Z,32.991665,-120.35167,86.7,60,0.02,85.1,1,0.505,1985,11,fall,86.7 60,0
1985-11-09T13:30:00Z,198511,NEW HORIZON,NH,41,MT,1,1985-11-09T13:45:01Z,33.878334,-120.13333,83.3,51,0.02,80.2,1,0.505,1985,11,fall,83.3 51,12.468828
1985-11-09T20:06:00Z,198511,NEW HORIZON,NH,42,MT,1,1985-11-09T20:21:03Z,34.176666,-119.50833,83.3,42,0.01,106,1,0.505,1985,11,fall,83.3 42,0
1985-11-09T21:55:00Z,198511,NEW HORIZON,NH,43,MT,1,1985-11-09T22:09:53Z,34.225,-119.41167,83.3,40.6,0.02,69.7,1,0.505,1985,11,fall,83.3 40.6,0
1985-11-10T10:45:00Z,198511,NEW HORIZON,NH,45,MT,1,1985-11-10T11:00:01Z,35.021667,-120.92167,76.7,51,0.02,89.8,1,0.505,1985,11,fall,76.7 51,10.022272
1985-11-10T14:24:00Z,198511,NEW HORIZON,NH,46,MT,1,1985-11-10T14:38:59Z,34.888332,-121.19833,76.7,55,0.02,87.5,1,0.505,1985,11,fall,76.7 55,2.2857144
1985-11-10T18:51:00Z,198511,NEW HORIZON,NH,47,MT,1,1985-11-10T19:06:02Z,34.721664,-121.54833,76.7,60,0.01,108.6,1,0.505,1985,11,fall,76.7 60,0
1985-11-13T22:05:00Z,198511,NEW HORIZON,NH,61,MT,1,1985-11-13T22:20:01Z,34.15,-121.151665,80,60,0.02,88.5,1,0.505,1985,11,fall,80 60,0
1985-11-14T01:57:00Z,198511,NEW HORIZON,NH,62,MT,1,1985-11-14T02:12:02Z,34.316666,-120.80333,80,55,0.02,69,1,0.505,1985,11,fall,80 55,2.8985507
1985-11-14T04:36:00Z,198511,NEW HORIZON,NH,63,MT,1,1985-11-14T04:51:01Z,34.45,-120.52333,80,51,0.02,96.9,1,0.505,1985,11,fall,80 51,10.319918
1986-02-05T23:06:00Z,198602,DAVID STARR JORDAN,JD,2,MT,1,1986-02-05T23:20:55Z,32.955,-117.305,93.3,26.7,0.02,101.9,1,0.505,1986,2,winter,93.3 26.7,0
1986-02-06T03:45:00Z,198602,DAVID STARR JORDAN,JD,4,MT,1,1986-02-06T03:59:44Z,32.846664,-117.53167,93.3,30,0.02,100.9,1,0.505,1986,2,winter,93.3 30,1.9821606
1986-02-06T07:30:00Z,198602,DAVID STARR JORDAN,JD,5,MT,1,1986-02-06T07:44:53Z,32.681667,-117.87334,93.3,35,0.02,96.4,1,0.505,1986,2,winter,93.3 35,0
1986-02-06T11:55:00Z,198602,DAVID STARR JORDAN,JD,6,MT,1,1986-02-06T12:09:45Z,32.513332,-118.21333,93.3,40,0.02,92.1,1,0.505,1986,2,winter,93.3 40,0
1986-02-06T15:40:00Z,198602,DAVID STARR JORDAN,JD,7,MT,1,1986-02-06T15:54:43Z,32.345,-118.55333,93.3,45,0.02,90.2,1,0.505,1986,2,winter,93.3 45,0
1986-02-07T13:10:00Z,198602,DAVID STARR JORDAN,JD,8,MT,1,1986-02-07T13:24:43Z,32.183334,-118.89333,93.3,50,0.02,90.8,1,0.505,1986,2,winter,93.3 50,1.1013216
