time,cruise,ship,ship_code,order_occupied,tow_type,tow_number,end_time,latitude,longitude,line,station,standard_haul_factor,volume_sampled,proportion_sorted,mesh_size,year,month,season,line.station,larvae_100m3
1981-01-18T11:17:00Z,198101,DAVID STARR JORDAN,JD,52,MT,1,1981-01-18T11:32:09Z,31.846666,-119.57166,93.3,60,0.02,88.7,1,0.505,1981,1,winter,93.3 60,0
1981-01-18T14:26:00Z,198101,DAVID STARR JORDAN,JD,53,MT,1,1981-01-18T14:41:11Z,32.013332,-119.24,93.3,55,0.02,97.8,1,0.505,1981,1,winter,93.3 55,0
1981-01-18T17:18:00Z,198101,DAVID STARR JORDAN,JD,54,MT,1,1981-01-18T17:33:01Z,32.18,-118.89333,93.3,50,0.02,93.5,1,0.505,1981,1,winter,93.3 50,0
1981-01-18T20:22:00Z,198101,DAVID STARR JORDAN,JD,55,MT,1,1981-01-18T20:36:59Z,32.346664,-118.555,93.3,45,0.02,93.7,1,0.505,1981,1,winter,93.3 45,0
1981-01-18T23:25:00Z,198101,DAVID STARR JORDAN,JD,56,MT,1,1981-01-18T23:40:13Z,32.513332,-118.21333,93.3,40,0.02,79.7,1,0.505,1981,1,winter,93.3 40,0
1981-01-19T02:28:00Z,198101,DAVID STARR JORDAN,JD,57,MT,1,1981-01-19T02:43:13Z,32.678333,-117.871666,93.3,35,0.02,81.1,1,0.505,1981,1,winter,93.3 35,0
1981-01-19T05:22:00Z,198101,DAVID STARR JORDAN,JD,58,MT,1,1981-01-19T05:37:01Z,32.845,-117.53167,93.3,30,0.02,96,1,0.505,1981,1,winter,93.3 30,0
1981-01-19T07:12:00Z,198101,DAVID STARR JORDAN,JD,59,MT,1,1981-01-19T07:27:00Z,32.911667,-117.395,93.3,28,0.01,104,1,0.505,1981,1,winter,93.3 28,0
1981-01-19T08:29:00Z,198101,DAVID STARR JORDAN,JD,60,MT,1,1981-01-19T08:44:00Z,32.956665,-117.305,93.3,26.7,0.02,95.5,1,0.505,1981,1,winter,93.3 26.7,1.0471205
1981-01-19T13:23:00Z,198101,DAVID STARR JORDAN,JD,61,MT,1,1981-01-19T13:38:14Z,33.485,-117.76833,90,28,0.02,97.8,1,0.505,1981,1,winter,90 28,1.0224949
1981-01-19T15:48:00Z,198101,DAVID STARR JORDAN,JD,62,MT,1,1981-01-19T16:03:00Z,33.41833,-117.905,90,30,0.02,88.6,1,0.505,1981,1,winter,90 30,0
1981-01-19T19:51:00Z,198101,DAVID STARR JORDAN,JD,63,MT,1,1981-01-19T20:05:57Z,33.185,-118.385,90,37,0.02,84.1,1,0.505,1981,1,winter,90 37,0
1981-01-20T00:35:00Z,198101,DAVID STARR JORDAN,JD,64,MT,1,1981-01-20T00:50:16Z,32.91833,-118.935,90,45,0.02,78.1,1,0.505,1981,1,winter,90 45,0
1981-01-20T05:17:00Z,198101,DAVID STARR JORDAN,JD,65,MT,1,1981-01-20T05:32:00Z,32.651665,-119.48,90,53,0.02,89.2,1,0.505,1981,1,winter,90 53,0
1981-01-20T09:37:00Z,198101,DAVID STARR JORDAN,JD,66,MT,1,1981-01-20T09:52:08Z,32.41833,-119.96,90,60,0.03,57,1,0.505,1981,1,winter,90 60,0
1981-01-21T21:36:00Z,198101,DAVID STARR JORDAN,JD,73,MT,1,1981-01-21T21:51:00Z,32.99,-120.35,86.7,60,0.02,85.5,1,0.505,1981,1,winter,86.7 60,0
1981-01-22T00:20:00Z,198101,DAVID STARR JORDAN,JD,74,MT,1,1981-01-22T00:35:01Z,33.156666,-120.00667,86.7,55,0.02,76.6,1,0.505,1981,1,winter,86.7 55,0
1981-01-22T02:55:00Z,198101,DAVID STARR JORDAN,JD,75,MT,1,1981-01-22T03:10:01Z,33.323334,-119.66333,86.7,50,0.02,85.9,1,0.505,1981,1,winter,86.7 50,0
1981-01-22T05:44:00Z,198101,DAVID STARR JORDAN,JD,76,MT,1,1981-01-22T05:58:55Z,33.49,-119.32333,86.7,45,0.02,84.9,1,0.505,1981,1,winter,86.7 45,4.7114253
1981-01-22T08:58:00Z,198101,DAVID STARR JORDAN,JD,77,MT,1,1981-01-22T09:13:02Z,33.656666,-118.975,86.7,40,0.02,92.2,1,0.505,1981,1,winter,86.7 40,0
1981-01-22T12:19:00Z,198101,DAVID STARR JORDAN,JD,78,MT,1,1981-01-22T12:34:00Z,33.823334,-118.628334,86.7,35,0.02,89.6,1,0.505,1981,1,winter,86.7 35,0
1981-01-22T13:54:00Z,198101,DAVID STARR JORDAN,JD,79,MT,1,1981-01-22T14:08:59Z,33.89,-118.49,86.7,33,0.02,79.4,1,0.505,1981,1,winter,86.7 33,3.7783375
1981-01-23T02:04:00Z,198101,DAVID STARR JORDAN,JD,80,MT,1,1981-01-23T02:19:00Z,34.225,-119.41167,83.3,40.6,0.02,94.3,1,0.505,1981,1,winter,83.3 40.6,0
1981-01-23T03:52:00Z,198101,DAVID STARR JORDAN,JD,81,MT,1,1981-01-23T04:07:06Z,34.178333,-119.50833,83.3,42,0.02,78.9,1,0.505,1981,1,winter,83.3 42,0
1981-01-23T11:07:00Z,198101,DAVID STARR JORDAN,JD,83,MT,1,1981-01-23T11:22:03Z,33.878334,-120.13333,83.3,51,0.02,86.2,1,0.505,1981,1,winter,83.3 51,23.201857
1981-01-23T13:38:00Z,198101,DAVID STARR JORDAN,JD,84,MT,1,1981-01-23T13:52:58Z,33.745,-120.41,83.3,55,0.02,68.3,1,0.505,1981,1,winter,83.3 55,0
1981-01-23T16:46:00Z,198101,DAVID STARR JORDAN,JD,85,MT,1,1981-01-23T17:00:59Z,33.576668,-120.755,83.3,60,0.02,76.2,1,0.505,1981,1,winter,83.3 60,0
1981-01-25T21:30:00Z,198101,DAVID STARR JORDAN,JD,96,MT,1,1981-01-25T21:45:05Z,35.021667,-120.918335,76.7,51,0.03,64.5,1,0.505,1981,1,winter,76.7 51,0
1981-02-13T06:40:00Z,198102,DAVID STARR JORDAN,JD,5,MT,1,1981-02-13T06:55:17Z,32.958332,-117.305,93.3,26.7,0.01,105.5,1,0.505,1981,2,winter,93.3 26.7,0
1981-02-13T08:05:00Z,198102,DAVID STARR JORDAN,JD,6,MT,1,1981-02-13T08:20:00Z,32.913334,-117.395,93.3,28,0.01,112.6,1,0.505,1981,2,winter,93.3 28,0
1981-02-13T10:15:00Z,198102,DAVID STARR JORDAN,JD,8,MT,1,1981-02-13T10:29:57Z,32.846664,-117.53167,93.3,30,0.01,103.2,1,0.505,1981,2,winter,93.3 30,0
1981-02-13T14:25:00Z,198102,DAVID STARR JORDAN,JD,13,MT,1,1981-02-13T14:39:56Z,32.68,-117.87334,93.3,35,0.02,75.3,1,0.505,1981,2,winter,93.3 35,0
1981-02-13T19:00:00Z,198102,DAVID STARR JORDAN,JD,18,MT,1,1981-02-13T19:15:01Z,32.511665,-118.21333,93.3,40,0.02,98,1,0.505,1981,2,winter,93.3 40,0
1981-02-13T22:45:00Z,198102,DAVID STARR JORDAN,JD,23,MT,1,1981-02-13T23:00:01Z,32.346664,-118.555,93.3,45,0.02,95.4,1,0.505,1981,2,winter,93.3 45,0
1981-02-14T02:25:00Z,198102,DAVID STARR JORDAN,JD,28,MT,1,1981-02-14T02:40:01Z,32.18,-118.89333,93.3,50,0.02,99,1,0.505,1981,2,winter,93.3 50,0
1981-02-14T06:15:00Z,198102,DAVID STARR JORDAN,JD,33,MT,1,1981-02-14T06:30:00Z,32.013332,-119.23167,93.3,55,0.02,100.8,1,0.505,1981,2,winter,93.3 55,0
1981-02-14T09:45:00Z,198102,DAVID STARR JORDAN,JD,38,MT,1,1981-02-14T09:59:58Z,31.846666,-119.57166,93.3,60,0.02,94.3,1,0.505,1981,2,winter,93.3 60,0
1981-02-15T14:25:00Z,198102,DAVID STARR JORDAN,JD,81,MT,1,1981-02-15T14:40:20Z,33.485,-117.76833,90,28,0.01,103.6,1,0.505,1981,2,winter,90 28,0.96525097
1981-02-15T17:00:00Z,198102,DAVID STARR JORDAN,JD,83,MT,1,1981-02-15T17:15:03Z,33.41833,-117.905,90,30,0.01,127.7,1,0.505,1981,2,winter,90 30,0
1981-02-15T23:00:00Z,198102,DAVID STARR JORDAN,JD,89,MT,1,1981-02-15T23:15:00Z,33.185,-118.386665,90,37,0.02,85.2,1,0.505,1981,2,winter,90 37,0
1981-02-16T04:50:00Z,198102,DAVID STARR JORDAN,JD,97,MT,1,1981-02-16T05:05:00Z,32.91833,-118.933334,90,45,0.02,101.4,1,0.505,1981,2,winter,90 45,1.9723866
1981-02-16T10:50:00Z,198102,DAVID STARR JORDAN,JD,105,MT,1,1981-02-16T11:04:59Z,32.651665,-119.48167,90,53,0.02,92.6,1,0.505,1981,2,winter,90 53,0
1981-02-16T16:30:00Z,198102,DAVID STARR JORDAN,JD,112,MT,1,1981-02-16T16:44:59Z,32.423332,-119.96,90,60,0.02,101.2,1,0.505,1981,2,winter,90 60,0
1981-02-17T14:45:00Z,198102,DAVID STARR JORDAN,JD,147,MT,1,1981-02-17T14:59:53Z,33.896667,-118.496666,86.7,33,0.01,110.7,1,0.505,1981,2,winter,86.7 33,0
1981-02-17T16:50:00Z,198102,DAVID STARR JORDAN,JD,149,MT,1,1981-02-17T17:05:05Z,33.823334,-118.628334,86.7,35,0.01,110,1,0.505,1981,2,winter,86.7 35,0
1981-02-17T20:55:00Z,198102,DAVID STARR JORDAN,JD,153,MT,1,1981-02-17T21:09:56Z,33.656666,-118.975,86.7,40,0.02,99,1,0.505,1981,2,winter,86.7 40,0
1981-02-18T00:45:00Z,198102,DAVID STARR JORDAN,JD,158,MT,1,1981-02-18T00:59:56Z,33.49,-119.31834,86.7,45,0.02,82.5,1,0.505,1981,2,winter,86.7 45,0
1981-02-18T04:45:00Z,198102,DAVID STARR JORDAN,JD,163,MT,1,1981-02-18T05:00:00Z,33.321667,-119.66,86.7,50,0.02,93.1,1,0.505,1981,2,winter,86.7 50,1.0741138
1981-02-18T08:05:00Z,198102,DAVID STARR JORDAN,JD,168,MT,1,1981-02-18T08:19:57Z,33.156666,-120.00667,86.7,55,0.02,78.1,1,0.505,1981,2,winter,86.7 55,0
1981-02-18T12:10:00Z,198102,DAVID STARR JORDAN,JD,173,MT,1,1981-02-18T12:24:48Z,32.99,-120.35,86.7,60,0.02,81.7,1,0.505,1981,2,winter,86.7 60,1.2239902
1981-02-19T06:35:00Z,198102,DAVID STARR JORDAN,JD,199,MT,1,1981-02-19T06:50:01Z,34.22,-119.405,83.3,40.6,0.01,121.5,1,0.505,1981,2,winter,83.3 40.6,1.6460905
1981-02-19T07:50:00Z,198102,DAVID STARR JORDAN,JD,200,MT,1,1981-02-19T08:05:02Z,34.176666,-119.5,83.3,42,0.01,105.7,1,0.505,1981,2,winter,83.3 42,18.921476
1981-02-19T17:15:00Z,198102,DAVID STARR JORDAN,JD,213,MT,1,1981-02-19T17:30:00Z,33.878334,-120.13333,83.3,51,0.02,91.2,1,0.505,1981,2,winter,83.3 51,0
1981-02-19T20:00:00Z,198102,DAVID STARR JORDAN,JD,217,MT,1,1981-02-19T20:14:57Z,33.745,-120.41,83.3,55,0.02,92.5,1,0.505,1981,2,winter,83.3 55,0
1981-03-07T00:05:00Z,198102,DAVID STARR JORDAN,JD,567,MT,1,1981-03-07T00:20:08Z,34.45,-120.51666,80,51,0.02,93.7,1,0.505,1981,2,winter,80 51,0
1981-03-07T03:35:00Z,198102,DAVID STARR JORDAN,JD,571,MT,1,1981-03-07T03:50:03Z,34.316666,-120.79833,80,55,0.02,82.8,1,0.505,1981,2,winter,80 55,0
1981-03-07T07:40:00Z,198102,DAVID STARR JORDAN,JD,576,MT,1,1981-03-07T07:54:58Z,34.151665,-121.14833,80,60,0.02,88.6,1,0.505,1981,2,winter,80 60,16.930023
1981-03-07T15:05:00Z,198102,DAVID STARR JORDAN,JD,586,MT,1,1981-03-07T15:20:06Z,34.718334,-121.54667,76.7,60,0.02,86.7,1,0.505,1981,2,winter,76.7 60,1.1534026
1981-03-07T18:55:00Z,198102,DAVID STARR JORDAN,JD,591,MT,1,1981-03-07T19:10:01Z,34.886665,-121.19833,76.7,55,0.02,98.4,1,0.505,1981,2,winter,76.7 55,0
1981-03-07T22:05:00Z,198102,DAVID STARR JORDAN,JD,595,MT,1,1981-03-07T22:19:58Z,35.021667,-120.918335,76.7,51,0.02,94.8,1,0.505,1981,2,winter,76.7 51,0
1981-04-08T04:55:00Z,198104,DAVID STARR JORDAN,JD,197,MT,1,1981-04-08T05:10:04Z,32.956665,-117.30333,93.3,26.7,0.02,88.9,1,0.505,1981,4,spring,93.3 26.7,0
1981-04-08T06:25:00Z,198104,DAVID STARR JORDAN,JD,198,MT,1,1981-04-08T06:40:00Z,32.913334,-117.395,93.3,28,0.02,88,1,0.505,1981,4,spring,93.3 28,1.1363636
1981-04-08T08:40:00Z,198104,DAVID STARR JORDAN,JD,200,MT,1,1981-04-08T08:55:00Z,32.846664,-117.53167,93.3,30,0.02,95.6,1,0.505,1981,4,spring,93.3 30,0
1981-04-08T12:15:00Z,198104,DAVID STARR JORDAN,JD,205,MT,1,1981-04-08T12:30:00Z,32.68,-117.87334,93.3,35,0.01,109.1,1,0.505,1981,4,spring,93.3 35,0
1981-04-08T15:50:00Z,198104,DAVID STARR JORDAN,JD,210,MT,1,1981-04-08T16:04:57Z,32.515,-118.21,93.3,40,0.02,85.8,1,0.505,1981,4,spring,93.3 40,0
1981-04-08T19:40:00Z,198104,DAVID STARR JORDAN,JD,215,MT,1,1981-04-08T19:54:57Z,32.345,-118.555,93.3,45,0.02,89.5,1,0.505,1981,4,spring,93.3 45,0
1981-04-09T00:05:00Z,198104,DAVID STARR JORDAN,JD,220,MT,1,1981-04-09T00:19:59Z,32.18,-118.89333,93.3,50,0.01,104.7,1,0.505,1981,4,spring,93.3 50,0
1981-04-10T23:00:00Z,198104,DAVID STARR JORDAN,JD,233,MT,1,1981-04-10T23:15:02Z,32.41833,-119.96,90,60,0.02,71.1,1,0.505,1981,4,spring,90 60,0
1981-04-11T04:50:00Z,198104,DAVID STARR JORDAN,JD,236,MT,1,1981-04-11T05:04:55Z,32.651665,-119.48167,90,53,0.02,83.5,1,0.505,1981,4,spring,90 53,0
1981-04-11T12:05:00Z,198104,DAVID STARR JORDAN,JD,244,MT,1,1981-04-11T12:20:00Z,32.91833,-118.935,90,45,0.01,108,1,0.505,1981,4,spring,90 45,0.9259259
1981-04-11T19:10:00Z,198104,DAVID STARR JORDAN,JD,252,MT,1,1981-04-11T19:25:00Z,33.185,-118.385,90,37,0.02,98.4,1,0.505,1981,4,spring,90 37,0
1981-04-12T00:25:00Z,198104,DAVID STARR JORDAN,JD,258,MT,1,1981-04-12T00:39:53Z,33.41833,-117.905,90,30,0.02,102.1,1,0.505,1981,4,spring,90 30,0
1981-04-12T02:40:00Z,198104,DAVID STARR JORDAN,JD,260,MT,1,1981-04-12T02:54:57Z,33.485,-117.76833,90,28,0.02,98.6,1,0.505,1981,4,spring,90 28,0
1981-04-13T21:35:00Z,198104,DAVID STARR JORDAN,JD,327,MT,1,1981-04-13T21:50:00Z,33.89,-118.49,86.7,33,0.02,100.6,1,0.505,1981,4,spring,86.7 33,0
1981-04-13T23:30:00Z,198104,DAVID STARR JORDAN,JD,329,MT,1,1981-04-13T23:44:50Z,33.823334,-118.628334,86.7,35,0.02,89.9,1,0.505,1981,4,spring,86.7 35,0
1981-04-14T03:10:00Z,198104,DAVID STARR JORDAN,JD,333,MT,1,1981-04-14T03:25:00Z,33.658333,-118.97,86.7,40,0.02,101.8,1,0.505,1981,4,spring,86.7 40,0.9823183
1981-04-14T11:05:00Z,198104,DAVID STARR JORDAN,JD,343,MT,1,1981-04-14T11:20:00Z,33.323334,-119.66333,86.7,50,0.02,81.6,1,0.505,1981,4,spring,86.7 50,0
1981-04-14T14:55:00Z,198104,DAVID STARR JORDAN,JD,348,MT,1,1981-04-14T15:10:04Z,33.156666,-120.00667,86.7,55,0.02,94.5,1,0.505,1981,4,spring,86.7 55,0
1981-04-14T19:35:00Z,198104,DAVID STARR JORDAN,JD,349,MT,1,1981-04-14T19:50:01Z,32.99,-120.35,86.7,60,0.02,83.6,1,0.505,1981,4,spring,86.7 60,0
1981-04-17T08:25:00Z,198104,DAVID STARR JORDAN,JD,379,MT,1,1981-04-17T08:40:00Z,34.178333,-119.50833,83.3,42,0.02,83,1,0.505,1981,4,spring,83.3 42,4.8192773
1981-04-17T10:15:00Z,198104,DAVID STARR JORDAN,JD,380,MT,1,1981-04-17T10:30:00Z,34.225,-119.41167,83.3,40.6,0.02,80.1,1,0.505,1981,4,spring,83.3 40.6,0
1981-04-19T15:55:00Z,198104,DAVID STARR JORDAN,JD,438,MT,1,1981-04-19T16:10:04Z,34.45,-120.52333,80,51,0.02,89.7,1,0.505,1981,4,spring,80 51,0
1981-04-19T19:20:00Z,198104,DAVID STARR JORDAN,JD,442,MT,1,1981-04-19T19:35:07Z,34.316666,-120.8,80,55,0.02,94.7,1,0.505,1981,4,spring,80 55,0
1981-04-19T23:50:00Z,198104,DAVID STARR JORDAN,JD,447,MT,1,1981-04-20T00:04:57Z,34.15,-121.15,80,60,0.02,80.8,1,0.505,1981,4,spring,80 60,1.2376238
1981-05-19T07:10:00Z,198105,DAVID STARR JORDAN,JD,1,MT,1,1981-05-19T07:25:03Z,33.485,-117.76833,90,28,0.02,91.8,1,0.505,1981,5,spring,90 28,0
1981-05-19T09:35:00Z,198105,DAVID STARR JORDAN,JD,2,MT,1,1981-05-19T09:50:05Z,33.41833,-117.905,90,30,0.02,90.8,1,0.505,1981,5,spring,90 30,0
1981-05-19T14:20:00Z,198105,DAVID STARR JORDAN,JD,3,MT,1,1981-05-19T14:35:07Z,33.185,-118.386665,90,37,0.01,108.7,1,0.505,1981,5,spring,90 37,0
1981-05-20T05:57:00Z,198105,NEW HORIZON,NH,1,MT,1,1981-05-20T06:12:10Z,33.89,-118.49333,86.7,33,0.02,86.9,1,0.505,1981,5,spring,86.7 33,0
1981-05-20T12:00:00Z,198105,NEW HORIZON,NH,2,MT,1,1981-05-20T12:15:55Z,33.82,-118.63,86.7,35,0.02,84.4,1,0.505,1981,5,spring,86.7 35,0
1981-05-20T18:35:00Z,198105,NEW HORIZON,NH,3,MT,1,1981-05-20T18:55:00Z,33.651665,-118.99167,86.7,40,0.02,71.7,1,0.505,1981,5,spring,86.7 40,0
1981-05-20T22:52:00Z,198105,NEW HORIZON,NH,4,MT,1,1981-05-20T23:07:01Z,33.491665,-119.316666,86.7,45,0.02,98.6,1,0.505,1981,5,spring,86.7 45,0
1981-05-21T03:01:00Z,198105,NEW HORIZON,NH,5,MT,1,1981-05-21T03:15:57Z,33.323334,-119.66333,86.7,50,0.02,74.1,1,0.505,1981,5,spring,86.7 50,0
1981-05-21T06:30:00Z,198105,NEW HORIZON,NH,6,MT,1,1981-05-21T06:45:03Z,33.155,-120.00833,86.7,55,0.02,98.9,1,0.505,1981,5,spring,86.7 55,1.0111223
1981-05-21T19:00:00Z,198105,DAVID STARR JORDAN,JD,4,MT,1,1981-05-21T19:15:00Z,32.916664,-119.15,90,45,0.02,98.5,1,0.505,1981,5,spring,90 45,0
1981-05-22T00:50:00Z,198105,DAVID STARR JORDAN,JD,5,MT,1,1981-05-22T01:05:01Z,32.651665,-119.48167,90,53,0.02,90.6,1,0.505,1981,5,spring,90 53,0
1981-05-22T06:15:00Z,198105,DAVID STARR JORDAN,JD,6,MT,1,1981-05-22T06:30:11Z,32.41833,-119.96,90,60,0.02,95.8,1,0.505,1981,5,spring,90 60,0
1981-05-23T22:42:00Z,198105,NEW HORIZON,NH,15,MT,1,1981-05-23T22:57:00Z,33.58,-120.753334,83.3,60,0.02,79.6,1,0.505,1981,5,spring,83.3 60,0
1981-05-24T06:11:00Z,198105,NEW HORIZON,NH,17,MT,1,1981-05-24T06:25:59Z,33.878334,-120.13,83.3,51,0.03,61.7,1,0.505,1981,5,spring,83.3 51,0
1981-05-24T13:20:00Z,198105,NEW HORIZON,NH,18,MT,1,1981-05-24T13:35:06Z,34.178333,-119.50833,83.3,42,0.01,115,1,0.505,1981,5,spring,83.3 42,0
1981-05-24T14:55:00Z,198105,NEW HORIZON,NH,19,MT,1,1981-05-24T15:09:59Z,34.233334,-119.40667,83.3,40.6,0.01,106.9,1,0.505,1981,5,spring,83.3 40.6,0
1981-05-25T09:15:00Z,198105,NEW HORIZON,NH,22,MT,1,1981-05-25T09:29:59Z,34.311665,-120.8,80,55,0.02,95.1,1,0.505,1981,5,spring,80 55,0
1981-05-25T14:15:00Z,198105,NEW HORIZON,NH,23,MT,1,1981-05-25T14:30:08Z,34.155,-121.14667,80,60,0.02,81.6,1,0.505,1981,5,spring,80 60,0
1981-05-28T01:45:00Z,198105,DAVID STARR JORDAN,JD,15,MT,1,1981-05-28T02:00:00Z,32.956665,-117.305,93.3,26.7,0.02,101.2,1,0.505,1981,5,spring,93.3 26.7,0
1981-05-28T03:25:00Z,198105,DAVID STARR JORDAN,JD,16,MT,1,1981-05-28T03:39:56Z,32.913334,-117.395,93.3,28,0.02,100.2,1,0.505,1981,5,spring,93.3 28,0
1981-05-28T05:09:00Z,198105,NEW HORIZON,NH,33,MT,1,1981-05-28T05:24:15Z,34.72333,-121.55333,76.7,60,0.02,95,1,0.505,1981,5,spring,76.7 60,0
1981-05-28T05:55:00Z,198105,DAVID STARR JORDAN,JD,17,MT,1,1981-05-28T06:10:07Z,32.846664,-117.53167,93.3,30,0.01,108.3,1,0.505,1981,5,spring,93.3 30,0
1981-05-28T08:50:00Z,198105,NEW HORIZON,NH,34,MT,1,1981-05-28T09:04:58Z,34.888332,-121.20333,76.7,55,0.02,83.6,1,0.505,1981,5,spring,76.7 55,0
1981-05-28T08:55:00Z,198105,DAVID STARR JORDAN,JD,18,MT,1,1981-05-28T09:10:01Z,32.68,-117.87334,93.3,35,0.02,94.7,1,0.505,1981,5,spring,93.3 35,0
1981-05-28T13:10:00Z,198105,DAVID STARR JORDAN,JD,19,MT,1,1981-05-28T13:25:00Z,32.513332,-118.21333,93.3,40,0.02,102.2,1,0.505,1981,5,spring,93.3 40,0
1981-05-28T13:45:00Z,198105,NEW HORIZON,NH,35,MT,1,1981-05-28T14:00:03Z,35.023335,-120.92,76.7,51,0.02,95.8,1,0.505,1981,5,spring,76.7 51,0
1981-05-30T12:20:00Z,198105,DAVID STARR JORDAN,JD,20,MT,1,1981-05-30T12:35:01Z,32.346664,-118.555,93.3,45,0.02,99.7,1,0.505,1981,5,spring,93.3 45,0
1981-05-30T16:20:00Z,198105,DAVID STARR JORDAN,JD,21,MT,1,1981-05-30T16:35:12Z,32.18,-118.89333,93.3,50,0.02,90,1,0.505,1981,5,spring,93.3 50,0
1981-05-30T20:20:00Z,198105,DAVID STARR JORDAN,JD,22,MT,1,1981-05-30T20:35:06Z,32.013332,-119.23333,93.3,55,0.02,96,1,0.505,1981,5,spring,93.3 55,0
1981-05-30T23:35:00Z,198105,DAVID STARR JORDAN,JD,23,MT,1,1981-05-30T23:49:57Z,31.846666,-119.57166,93.3,60,0.02,89.4,1,0.505,1981,5,spring,93.3 60,0
1981-07-04T04:45:00Z,198107,DAVID STARR JORDAN,JD,34,MT,1,1981-07-04T04:59:53Z,35.021667,-120.918335,76.7,51,0.02,70.1,1,0.505,1981,7,summer,76.7 51,0
1981-07-04T08:04:00Z,198107,DAVID STARR JORDAN,JD,35,MT,1,1981-07-04T08:19:00Z,34.888332,-121.19833,76.7,55,0.02,88.9,1,0.505,1981,7,summer,76.7 55,0
1981-07-06T03:08:00Z,198107,DAVID STARR JORDAN,JD,43,MT,1,1981-07-06T03:22:57Z,34.15,-121.15,80,60,0.01,107.4,1,0.505,1981,7,summer,80 60,0
1981-07-06T06:45:00Z,198107,DAVID STARR JORDAN,JD,44,MT,1,1981-07-06T06:59:58Z,34.316666,-120.80167,80,55,0.02,78.1,1,0.505,1981,7,summer,80 55,0
1981-07-06T09:38:00Z,198107,DAVID STARR JORDAN,JD,45,MT,1,1981-07-06T09:53:00Z,34.45,-120.52333,80,51,0.02,101.5,1,0.505,1981,7,summer,80 51,0
1981-07-07T16:03:00Z,198107,DAVID STARR JORDAN,JD,46,MT,1,1981-07-07T16:17:55Z,34.225,-119.41167,83.3,40.6,0.02,84.1,1,0.505,1981,7,summer,83.3 40.6,0
1981-07-07T17:55:00Z,198107,DAVID STARR JORDAN,JD,47,MT,1,1981-07-07T18:10:01Z,34.178333,-119.50833,83.3,42,0.01,103.5,1,0.505,1981,7,summer,83.3 42,0
1981-07-08T03:25:00Z,198107,DAVID STARR JORDAN,JD,49,MT,1,1981-07-08T03:40:01Z,33.878334,-120.13333,83.3,51,0.02,103.2,1,0.505,1981,7,summer,83.3 51,0
1981-07-08T06:38:00Z,198107,DAVID STARR JORDAN,JD,50,MT,1,1981-07-08T06:53:00Z,33.745,-120.41,83.3,55,0.02,74.8,1,0.505,1981,7,summer,83.3 55,0
1981-07-08T10:06:00Z,198107,DAVID STARR JORDAN,JD,51,MT,1,1981-07-08T10:21:15Z,33.578335,-120.755,83.3,60,0.02,89.2,1,0.505,1981,7,summer,83.3 60,0
1981-07-10T05:55:00Z,198107,DAVID STARR JORDAN,JD,58,MT,1,1981-07-10T06:09:57Z,32.99,-120.35,86.7,60,0.02,68.2,1,0.505,1981,7,summer,86.7 60,0
1981-07-10T09:38:00Z,198107,DAVID STARR JORDAN,JD,59,MT,1,1981-07-10T09:53:00Z,33.156666,-120.00667,86.7,55,0.02,85.7,1,0.505,1981,7,summer,86.7 55,0
1981-07-10T13:06:00Z,198107,DAVID STARR JORDAN,JD,60,MT,1,1981-07-10T13:21:03Z,33.323334,-119.66333,86.7,50,0.01,111.6,1,0.505,1981,7,summer,86.7 50,0
1981-07-10T17:55:00Z,198107,DAVID STARR JORDAN,JD,61,MT,1,1981-07-10T18:10:02Z,33.49,-119.31834,86.7,45,0.02,68.7,1,0.505,1981,7,summer,86.7 45,0
1981-07-10T21:40:00Z,198107,DAVID STARR JORDAN,JD,62,MT,1,1981-07-10T21:55:00Z,33.656666,-118.975,86.7,40,0.01,107.3,1,0.505,1981,7,summer,86.7 40,0
1981-07-11T02:12:00Z,198107,DAVID STARR JORDAN,JD,63,MT,1,1981-07-11T02:27:07Z,33.823334,-118.628334,86.7,35,0.01,104.7,1,0.505,1981,7,summer,86.7 35,0
1981-07-11T04:06:00Z,198107,DAVID STARR JORDAN,JD,64,MT,1,1981-07-11T04:21:00Z,33.89,-118.49,86.7,33,0.02,74.6,1,0.505,1981,7,summer,86.7 33,0
1981-07-11T10:00:00Z,198107,DAVID STARR JORDAN,JD,65,MT,1,1981-07-11T10:15:02Z,33.485,-117.76833,90,28,0.02,99.8,1,0.505,1981,7,summer,90 28,0
1981-07-11T12:23:00Z,198107,DAVID STARR JORDAN,JD,66,MT,1,1981-07-11T12:38:01Z,33.41833,-117.905,90,30,0.02,103,1,0.505,1981,7,summer,90 30,0
1981-07-11T16:58:00Z,198107,DAVID STARR JORDAN,JD,67,MT,1,1981-07-11T17:13:02Z,33.185,-118.386665,90,37,0.02,96.6,1,0.505,1981,7,summer,90 37,0
1981-07-11T22:02:00Z,198107,DAVID STARR JORDAN,JD,68,MT,1,1981-07-11T22:16:58Z,32.91833,-118.935,90,45,0.02,94.2,1,0.505,1981,7,summer,90 45,0
1981-07-12T03:26:00Z,198107,DAVID STARR JORDAN,JD,69,MT,1,1981-07-12T03:40:54Z,32.651665,-119.48167,90,53,0.02,96,1,0.505,1981,7,summer,90 53,0
1981-07-12T08:07:00Z,198107,DAVID STARR JORDAN,JD,70,MT,1,1981-07-12T08:22:00Z,32.41833,-119.96,90,60,0.02,95.1,1,0.505,1981,7,summer,90 60,0
