"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"1946",91.4934,70.5537,54.3861,41.866,32.1632,24.6789,18.9191,14.505,11.135,8.5496,6.56443,5.03733,3.86689,2.97057,2.28288,1.75538,1.3503,1.03908,0.799858,0.61593,0.47446,0.365593,0.281769,0.217189,0.167418,0.563263
"1947",91.4781,70.5397,54.3732,41.8571,32.1534,24.6706,18.9204,14.5017,11.1174,8.53408,6.55243,5.03093,3.86055,2.96352,2.27659,1.74955,1.34529,1.03484,0.796324,0.612991,0.472033,0.363614,0.280181,0.215941,0.166448,0.559975
"1948",91.3449,70.5279,54.3152,41.694,31.8886,24.4015,18.6939,14.3281,10.9791,8.41583,6.45988,4.95969,3.80794,2.92203,2.24305,1.72311,1.32419,1.01821,0.783243,0.602714,0.463955,0.357267,0.275208,0.21206,0.163439,0.549805
"1949",91.1939,70.4252,54.2963,41.6174,31.7108,24.1465,18.4447,14.1207,10.8198,8.2897,6.35383,4.87691,3.74424,2.87469,2.20587,1.69329,1.30078,0.999633,0.768646,0.591266,0.454985,0.350236,0.269698,0.207752,0.160082,0.538419
"1950",90.9887,70.3088,54.1924,41.5207,31.5147,23.8735,18.1365,13.8413,10.5924,8.11482,6.21663,4.76462,3.65698,2.80757,2.15552,1.65401,1.26965,0.975333,0.74953,0.576333,0.443332,0.341148,0.262606,0.202219,0.155772,0.523733
"1951",90.8496,70.1506,54.067,41.4679,31.5266,23.8192,18.0107,13.6729,10.4316,7.9819,6.11443,4.68396,3.58983,2.75525,2.11526,1.62398,1.24613,0.956556,0.734813,0.564692,0.434205,0.334002,0.257017,0.197845,0.152349,0.511931
"1952",90.7572,70.0434,54.0059,41.4338,31.5514,23.8853,18.0153,13.6131,10.3315,7.88128,6.03006,4.61906,3.53834,2.71178,2.0813,1.59785,1.22674,0.941307,0.722563,0.555062,0.426555,0.327988,0.252297,0.194144,0.149447,0.50178
"1953",90.6064,69.9721,53.8896,41.293,31.3731,23.7523,17.9396,13.5187,10.2114,7.74836,5.91018,4.52169,3.46352,2.65311,2.0333,1.56056,1.19805,0.919791,0.705777,0.541765,0.416174,0.319822,0.245918,0.189166,0.145565,0.488273
"1954",90.3277,69.8558,53.7901,41.0388,30.9855,23.3362,17.6059,13.2793,10.001,7.55218,5.72974,4.37008,3.34324,2.56076,1.96154,1.50327,1.15374,0.885731,0.680005,0.521781,0.400525,0.307676,0.236442,0.181805,0.139849,0.46859
"1955",89.4432,69.641,53.4903,40.2712,29.6589,21.9283,16.3771,12.3154,9.27604,6.98141,5.27012,3.99757,3.04857,2.33206,1.78615,1.36813,1.04847,0.804673,0.61774,0.474254,0.363901,0.279333,0.214577,0.164897,0.126792,0.424327
"1956",88.5486,68.959,53.3122,40.0071,29.0415,20.9298,15.341,11.4189,8.57463,6.45404,4.85574,3.66474,2.77947,2.11947,1.62123,1.24167,0.951052,0.728825,0.559345,0.429398,0.329657,0.252948,0.194163,0.149151,0.114618,0.383076
"1957",87.1667,68.2693,52.6852,39.4303,28.0489,19.7226,14.0356,10.2378,7.60465,5.70481,4.29173,3.22795,2.43576,1.84715,1.40842,1.07727,0.825031,0.631909,0.484244,0.371632,0.285291,0.21902,0.168054,0.128998,0.0990923,0.330654
"1958",86.2654,67.2039,52.1771,39.2507,28.1649,19.539,13.6031,9.6436,7.02277,5.21251,3.9087,2.93982,2.21082,1.6681,1.26491,0.964431,0.737651,0.564917,0.432675,0.331562,0.254454,0.195335,0.14996,0.115063,0.0883221,0.294235
